1.67	qid:18	1:9.890561	2:11.510724
2.67	qid:18	1:3.7180543	2:0.13749975
1.67	qid:18	1:4.617495	2:4.259202
2.33	qid:18	1:9.971426	2:11.440542
2.33	qid:19	1:5.041343	2:0
2.33	qid:20	1:19.755928	2:22.240396
3.0	qid:20	1:20.281263	2:22.246595
2.67	qid:20	1:20.331081	2:22.230896
2.33	qid:20	1:20.889849	2:16.364723
2.33	qid:20	1:19.707722	2:5.58563
2.0	qid:20	1:20.281263	2:23.358553
2.33	qid:20	1:20.281263	2:22.246595
2.67	qid:20	1:20.331081	2:22.230896
2.0	qid:21	1:12.890885	2:17.955704
2.33	qid:21	1:11.984052	2:16.126308
3.0	qid:21	1:16.773115	2:0
3.0	qid:22	1:7.310438	2:4.9697456
3.0	qid:22	1:7.294915	2:4.9655657
3.0	qid:22	1:7.479297	2:5.743186
2.67	qid:22	1:6.555105	2:5.028139
2.67	qid:22	1:7.310438	2:5.028139
3.0	qid:22	1:8.160461	2:6.1084657
1.33	qid:23	1:12.335953	2:0
2.67	qid:23	1:5.7239823	2:5.2829494
3.0	qid:24	1:19.435123	2:15.955609
2.33	qid:24	1:19.804745	2:10.259229
2.67	qid:24	1:19.129717	2:9.523291
2.0	qid:24	1:19.107252	2:20.303774
2.33	qid:24	1:18.534224	2:0.3620537
1.67	qid:25	1:6.555105	2:5.234565
2.0	qid:25	1:6.654583	2:5.781348
2.33	qid:25	1:5.4763346	2:5.321722
1.67	qid:25	1:4.9433756	2:5.2717485
1.67	qid:25	1:5.597354	2:0.20609844
1.67	qid:25	1:6.8080263	2:4.690011
2.67	qid:25	1:6.7283735	2:6.1540747
2.33	qid:26	1:25.851181	2:23.42811
2.67	qid:26	1:25.320347	2:23.42811
2.33	qid:26	1:21.942997	2:29.146307
2.33	qid:26	1:26.59618	2:29.598396
3.0	qid:26	1:25.273855	2:28.75615
2.67	qid:26	1:24.666199	2:23.084925
3.0	qid:26	1:21.360733	2:29.146307
2.67	qid:27	1:23.61961	2:22.046467
2.67	qid:27	1:20.476606	2:5.816346
3.0	qid:27	1:22.655697	2:23.994595
2.0	qid:28	1:12.827936	2:5.272192
2.0	qid:28	1:14.058729	2:12.988295
2.0	qid:28	1:13.679054	2:12.989422
2.67	qid:28	1:23.863356	2:10.496229
2.0	qid:28	1:14.254688	2:12.426289
2.67	qid:28	1:13.805993	2:12.426289
2.67	qid:28	1:13.929581	2:12.969159
2.0	qid:28	1:7.4156523	2:1.364563
1.67	qid:28	1:13.385515	2:12.828032
2.33	qid:29	1:10.09238	2:0
2.33	qid:29	1:9.166841	2:4.604798
1.0	qid:29	1:8.791809	2:4.697856
1.0	qid:29	1:9.518511	2:4.5975943
2.33	qid:29	1:11.109454	2:9.35706
1.33	qid:29	1:8.733443	2:4.7049227
2.67	qid:29	1:9.518511	2:4.697856
1.0	qid:29	1:9.227844	2:3.8195732
2.33	qid:30	1:24.887701	2:24.574907
2.33	qid:31	1:17.31404	2:12.21639
2.67	qid:31	1:17.592136	2:11.006535
3.0	qid:31	1:16.704428	2:10.703976
2.67	qid:31	1:16.704428	2:11.377303
2.0	qid:31	1:16.767393	2:11.761783
3.0	qid:31	1:17.592136	2:11.40993
2.0	qid:31	1:18.849602	2:16.921888
2.67	qid:31	1:17.92763	2:15.077307
2.67	qid:31	1:17.592136	2:11.220467
2.0	qid:32	1:21.719984	2:19.483139
2.0	qid:32	1:15.052574	2:15.490697
3.0	qid:32	1:15.657102	2:16.298862
1.33	qid:33	1:6.2000685	2:9.376669
2.67	qid:33	1:5.5981836	2:8.753578
2.0	qid:33	1:13.520443	2:0
2.0	qid:33	1:11.475574	2:3.653706
1.33	qid:33	1:6.2027893	2:9.253504
1.33	qid:33	1:6.5640297	2:9.106778
1.0	qid:33	1:6.0397167	2:9.662376
1.0	qid:33	1:6.2027893	2:8.753578
1.67	qid:33	1:6.762519	2:0
2.33	qid:33	1:5.8849993	2:8.996085
3.0	qid:34	1:17.135363	2:20.584621
3.0	qid:34	1:15.917639	2:18.1445
3.0	qid:34	1:15.442275	2:5.562018
3.0	qid:34	1:16.638273	2:20.9665
3.0	qid:34	1:17.135363	2:20.584621
3.0	qid:34	1:17.135363	2:20.584621
3.0	qid:34	1:16.595638	2:21.409777
3.0	qid:34	1:14.469526	2:5.7373514
3.0	qid:35	1:17.479637	2:10.187952
3.0	qid:35	1:11.4638	2:7.4468
3.0	qid:35	1:11.75039	2:7.659593
3.0	qid:35	1:12.105661	2:7.0514936
3.0	qid:35	1:11.225992	2:5.894421
1.33	qid:36	1:18.256607	2:14.956161
2.33	qid:36	1:20.73548	2:22.881023
2.33	qid:36	1:10.937558	2:19.45462
2.33	qid:37	1:15.226393	2:11.872745
2.33	qid:37	1:13.859311	2:5.506168
2.67	qid:37	1:12.884036	2:5.4035153
2.33	qid:37	1:11.913509	2:11.732981
3.0	qid:37	1:12.54304	2:9.95936
3.0	qid:37	1:12.611377	2:12.481726
2.0	qid:37	1:13.244582	2:5.12644
2.33	qid:38	1:7.964877	2:5.696791
1.67	qid:38	1:7.1100426	2:16.218515
2.33	qid:38	1:8.251208	2:12.799763
2.67	qid:38	1:14.3220825	2:20.75398
2.67	qid:38	1:16.062319	2:15.690722
2.0	qid:38	1:7.008393	2:5.0829
2.67	qid:38	1:10.147473	2:11.639991
1.33	qid:39	1:8.7226715	2:0
1.0	qid:39	1:10.201906	2:0
1.67	qid:39	1:9.267211	2:9.716884
2.0	qid:39	1:9.693755	2:1.652205
3.0	qid:39	1:10.164217	2:0
2.67	qid:39	1:10.7762985	2:11.257712
1.67	qid:39	1:9.457069	2:0
2.0	qid:39	1:9.457069	2:0
2.67	qid:39	1:9.513654	2:0
2.33	qid:40	1:7.5447254	2:6.480242
3.0	qid:41	1:7.991957	2:2.3100946
2.33	qid:41	1:8.507774	2:5.470176
3.0	qid:41	1:8.507774	2:5.470176
2.33	qid:41	1:8.800807	2:6.3113856
2.67	qid:41	1:9.318748	2:7.8533535
3.0	qid:42	1:16.22372	2:3.8160908
2.0	qid:42	1:8.088386	2:5.3494015
1.67	qid:42	1:17.25327	2:14.751916
3.0	qid:42	1:17.269732	2:5.144112
2.0	qid:42	1:17.294445	2:3.858917
1.67	qid:42	1:6.5533237	2:12.209229
3.0	qid:42	1:17.294445	2:15.619245
3.0	qid:42	1:17.846537	2:16.50196
3.0	qid:42	1:17.872524	2:11.070713
3.0	qid:43	1:14.971834	2:18.926563
2.33	qid:43	1:10.889767	2:7.6762214
2.33	qid:43	1:13.046436	2:7.1711082
1.67	qid:43	1:10.35204	2:11.649378
2.0	qid:43	1:10.832424	2:7.663228
2.33	qid:43	1:14.598776	2:11.145316
1.67	qid:43	1:14.796738	2:8.65698
2.33	qid:43	1:12.233364	2:5.333542
1.67	qid:44	1:9.13121	2:0
2.0	qid:44	1:12.372958	2:5.498456
3.0	qid:44	1:11.492444	2:10.26371
1.33	qid:44	1:11.083022	2:8.081832
2.33	qid:44	1:10.318033	2:5.819144
1.67	qid:44	1:11.462918	2:9.475046
2.33	qid:44	1:9.895538	2:5.234193
1.67	qid:45	1:14.302003	2:13.990733
3.0	qid:45	1:17.246178	2:22.95649
1.67	qid:45	1:11.040986	2:10.485108
2.67	qid:45	1:13.79249	2:10.802083
2.67	qid:45	1:16.981405	2:6.5419006
3.0	qid:45	1:17.11922	2:14.147388
2.67	qid:45	1:11.709391	2:13.11477
2.67	qid:45	1:16.482977	2:12.602849
2.67	qid:45	1:13.797605	2:7.6418853
1.67	qid:46	1:5.558955	2:19.454609
3.0	qid:47	1:28.862194	2:24.87126
3.0	qid:47	1:27.550686	2:34.18317
1.67	qid:48	1:8.482699	2:0
2.0	qid:48	1:7.9238405	2:6.4790473
1.0	qid:48	1:1.6382422	2:1.6622813
3.0	qid:48	1:6.7457733	2:8.833622
2.67	qid:48	1:7.068061	2:8.763543
2.67	qid:48	1:3.475374	2:6.7284822
2.33	qid:48	1:7.691039	2:4.978302
2.0	qid:49	1:7.0487137	2:4.238621
2.33	qid:49	1:7.1335497	2:4.2458854
2.33	qid:49	1:4.5000963	2:5.430958
2.0	qid:50	1:16.53097	2:19.905203
2.67	qid:51	1:13.194612	2:8.857722
1.67	qid:51	1:8.08776	2:13.345144
2.33	qid:51	1:12.126323	2:10.608397
2.33	qid:51	1:13.190537	2:4.0238376
2.0	qid:51	1:13.57934	2:10.098694
2.33	qid:51	1:12.33833	2:7.016126
2.33	qid:51	1:11.723975	2:11.748878
2.33	qid:52	1:1.5871589	2:7.210087
2.0	qid:52	1:10.955662	2:15.846233
2.67	qid:52	1:1.6670945	2:1.3564851
2.33	qid:52	1:6.5281844	2:17.53683
2.0	qid:52	1:10.971541	2:19.155062
2.33	qid:52	1:5.8111486	2:6.14332
2.33	qid:52	1:10.936583	2:10.061771
2.67	qid:52	1:10.933672	2:13.886971
2.33	qid:52	1:3.9612978	2:8.008379
2.67	qid:52	1:5.583647	2:7.1118426
1.33	qid:53	1:4.137063	2:5.363762
1.67	qid:53	1:3.519487	2:1.2508378
2.0	qid:53	1:3.3419242	2:4.425475
2.33	qid:53	1:3.4496	2:0
1.67	qid:53	1:1.7825055	2:3.6064894
1.33	qid:53	1:0	2:4.216424
2.0	qid:53	1:3.299999	2:3.0737853
1.0	qid:53	1:0	2:1.2806544
2.67	qid:53	1:1.7819204	2:1.9172541
2.0	qid:54	1:5.046815	2:6.0093546
2.0	qid:54	1:6.7977676	2:0
2.33	qid:54	1:6.311612	2:4.735754
3.0	qid:54	1:5.4785423	2:5.2048507
3.0	qid:54	1:6.4037495	2:3.9976277
2.0	qid:54	1:7.0399404	2:3.909124
2.67	qid:54	1:6.571702	2:7.5869827
2.33	qid:54	1:7.9383874	2:6.740576
2.33	qid:54	1:6.360189	2:5.3374314
3.0	qid:54	1:6.616946	2:7.5582914
3.0	qid:55	1:13.587158	2:13.994663
3.0	qid:55	1:19.657959	2:20.487541
2.0	qid:55	1:20.4303	2:20.3835
1.67	qid:56	1:1.539165	2:0
2.67	qid:56	1:1.539165	2:0
2.67	qid:56	1:1.539165	2:7.242133
2.0	qid:56	1:14.389425	2:15.407156
2.33	qid:57	1:9.050267	2:0
2.33	qid:57	1:22.7355	2:9.633209
3.0	qid:57	1:21.284016	2:1.0629965
2.33	qid:57	1:9.384596	2:7.1827164
2.33	qid:58	1:6.2967443	2:4.358344
2.0	qid:58	1:6.50587	2:22.590649
3.0	qid:58	1:6.054904	2:6.3190665
2.67	qid:59	1:18.517912	2:15.041834
2.33	qid:60	1:13.028555	2:13.487011
2.33	qid:60	1:12.480947	2:13.399179
2.33	qid:60	1:11.695324	2:12.440217
3.0	qid:60	1:12.1222105	2:13.452227
2.67	qid:60	1:12.480947	2:11.529036
2.33	qid:60	1:11.497444	2:12.443586
2.67	qid:60	1:12.560464	2:12.959272
2.33	qid:60	1:12.03631	2:13.103485
2.0	qid:60	1:12.560464	2:12.04718
2.67	qid:60	1:11.695324	2:12.440217
2.67	qid:61	1:9.80302	2:4.777906
2.67	qid:61	1:9.758364	2:0
3.0	qid:61	1:9.80302	2:4.777906
2.33	qid:61	1:9.80302	2:0
2.67	qid:61	1:9.758364	2:0
3.0	qid:61	1:9.80302	2:0
2.67	qid:61	1:9.80302	2:0
3.0	qid:61	1:9.477012	2:0
2.33	qid:61	1:10.10642	2:4.740162
1.33	qid:61	1:15.9244375	2:14.248013
2.33	qid:61	1:10.10642	2:0
2.67	qid:61	1:9.758364	2:0
3.0	qid:62	1:31.056738	2:17.944572
3.0	qid:63	1:18.095652	2:15.894156
3.0	qid:63	1:19.790169	2:16.78294
3.0	qid:63	1:18.052277	2:7.1778393
3.0	qid:63	1:20.376358	2:7.5272017
3.0	qid:63	1:17.551796	2:12.736921
2.67	qid:63	1:19.740986	2:16.443466
2.67	qid:63	1:19.790169	2:5.614423
2.33	qid:64	1:16.239782	2:16.052044
2.33	qid:64	1:13.691048	2:16.076292
2.0	qid:64	1:13.691048	2:14.075445
2.0	qid:64	1:14.394305	2:8.503471
3.0	qid:64	1:16.479874	2:16.256912
2.33	qid:64	1:16.479874	2:8.565598
3.0	qid:64	1:14.394305	2:14.125937
3.0	qid:64	1:14.666542	2:16.24012
2.67	qid:64	1:12.083643	2:16.692907
1.67	qid:64	1:13.435862	2:15.838437
2.0	qid:65	1:6.7356815	2:0
3.0	qid:65	1:10.606599	2:8.92117
2.33	qid:65	1:9.87687	2:8.92117
2.67	qid:65	1:8.415405	2:11.182133
1.67	qid:65	1:8.1619005	2:0
3.0	qid:66	1:17.10737	2:9.458171
2.67	qid:66	1:14.610837	2:7.9614296
3.0	qid:67	1:13.073399	2:15.070249
3.0	qid:67	1:23.409365	2:21.539177
2.67	qid:68	1:9.24226	2:0.19751066
2.0	qid:68	1:11.126884	2:7.141115
2.67	qid:68	1:7.7275753	2:1.4043405
2.0	qid:68	1:8.480699	2:1.6302086
2.0	qid:68	1:9.155913	2:7.501112
2.33	qid:68	1:7.470901	2:0.20801353
1.67	qid:68	1:11.404502	2:6.1239805
2.33	qid:68	1:8.54935	2:1.7244366
1.67	qid:68	1:6.3082147	2:1.5091176
2.67	qid:68	1:10.55508	2:8.14082
2.0	qid:68	1:7.6673446	2:0.15993726
2.33	qid:68	1:10.21801	2:7.6029406
2.67	qid:69	1:15.466659	2:18.165659
2.33	qid:69	1:11.259381	2:6.786601
2.0	qid:69	1:14.74834	2:8.187156
3.0	qid:69	1:13.7252245	2:16.010904
2.33	qid:70	1:7.350665	2:0
2.33	qid:70	1:8.288592	2:0.19429396
2.0	qid:70	1:8.465155	2:8.68753
2.33	qid:70	1:6.617537	2:0
1.67	qid:70	1:7.380716	2:7.9482327
3.0	qid:71	1:7.280362	2:2.4366884
3.0	qid:71	1:7.0231733	2:6.3509507
1.67	qid:71	1:4.1157556	2:0
3.0	qid:71	1:7.05316	2:1.9896939
2.67	qid:71	1:10.4555855	2:6.040153
3.0	qid:72	1:8.165475	2:0.27775866
3.0	qid:72	1:7.7895803	2:0.3377025
2.0	qid:72	1:7.556604	2:6.168404
2.0	qid:72	1:7.8282385	2:0.27775866
2.33	qid:72	1:7.8282385	2:0.27775866
3.0	qid:72	1:7.993264	2:0.27775866
2.0	qid:72	1:7.77011	2:6.125127
2.67	qid:73	1:3.9316068	2:0
3.0	qid:74	1:16.626093	2:15.8321295
2.0	qid:75	1:10.052048	2:5.6845913
2.33	qid:75	1:7.0399404	2:8.04284
3.0	qid:75	1:10.363604	2:10.629228
2.67	qid:75	1:7.9383874	2:10.870667
2.67	qid:75	1:7.35116	2:7.9768705
2.33	qid:76	1:7.34068	2:1.4004062
1.67	qid:76	1:7.687766	2:1.7112926
2.0	qid:76	1:7.355385	2:1.4597671
1.0	qid:76	1:6.9804916	2:1.412107
1.33	qid:76	1:7.1629386	2:1.6876011
1.67	qid:76	1:7.346535	2:4.42845
1.67	qid:76	1:7.1360497	2:1.6946375
2.67	qid:77	1:13.959128	2:19.236208
2.67	qid:77	1:15.646441	2:6.4679203
2.67	qid:77	1:13.571771	2:19.075289
2.67	qid:77	1:14.080571	2:19.609522
2.67	qid:77	1:13.571771	2:19.075289
3.0	qid:77	1:13.571771	2:19.075289
2.67	qid:77	1:12.135981	2:11.025294
2.33	qid:77	1:13.651235	2:10.711082
1.0	qid:78	1:0	2:0
2.33	qid:78	1:9.049716	2:7.0721045
1.0	qid:78	1:1.6670945	2:8.057152
2.67	qid:79	1:6.5947456	2:8.26382
2.33	qid:80	1:10.526428	2:16.437563
2.67	qid:81	1:7.202828	2:12.960303
2.0	qid:81	1:11.140073	2:16.10036
2.33	qid:81	1:11.022331	2:16.291811
3.0	qid:81	1:11.10542	2:16.296072
2.0	qid:81	1:11.063227	2:16.095634
2.67	qid:81	1:11.10542	2:16.296072
2.0	qid:81	1:11.10542	2:16.73144
2.33	qid:81	1:11.022331	2:16.291811
2.67	qid:81	1:11.140073	2:16.283108
2.33	qid:81	1:11.063227	2:16.278473
2.0	qid:81	1:11.022331	2:15.555189
2.33	qid:82	1:11.538788	2:5.6363783
2.33	qid:82	1:11.704424	2:5.58563
3.0	qid:83	1:19.765907	2:18.15098
3.0	qid:83	1:17.658548	2:10.26064
2.33	qid:83	1:18.40447	2:18.15098
2.67	qid:83	1:18.204918	2:10.711878
3.0	qid:83	1:18.40447	2:18.15098
1.67	qid:84	1:0	2:1.6311375
2.67	qid:84	1:15.043379	2:15.700817
2.67	qid:85	1:4.7639923	2:9.689775
3.0	qid:85	1:1.3254492	2:9.134322
2.67	qid:85	1:4.39198	2:4.9543786
3.0	qid:85	1:6.0376654	2:4.2781553
3.0	qid:85	1:10.334841	2:9.694771
2.33	qid:85	1:9.919103	2:6.58898
2.67	qid:86	1:6.8446245	2:8.715916
2.0	qid:86	1:6.7248325	2:11.005235
2.67	qid:86	1:6.6376505	2:8.715916
2.33	qid:86	1:6.8446245	2:10.977807
2.67	qid:86	1:6.7248325	2:8.893761
2.67	qid:86	1:6.7248325	2:10.618071
3.0	qid:86	1:6.7248325	2:8.893761
2.67	qid:86	1:6.8446245	2:10.274422
1.67	qid:87	1:1.209892	2:0.7643535
2.67	qid:87	1:1.7819204	2:0
2.67	qid:87	1:0	2:0
2.67	qid:87	1:1.7819204	2:0
2.67	qid:87	1:1.6927234	2:1.6572933
2.33	qid:87	1:1.4939883	2:0
2.33	qid:88	1:10.627955	2:4.576456
2.33	qid:88	1:10.518504	2:9.264632
2.33	qid:88	1:10.422874	2:9.286893
2.67	qid:88	1:10.575188	2:9.264632
2.0	qid:88	1:10.054043	2:9.286893
2.67	qid:88	1:10.852969	2:4.587368
2.67	qid:88	1:10.054043	2:4.576456
2.33	qid:88	1:10.054043	2:4.576456
2.67	qid:88	1:10.575188	2:4.587368
2.33	qid:88	1:10.575188	2:9.264632
1.0	qid:89	1:1.9524437	2:1.3013309
2.0	qid:89	1:7.202828	2:5.5134683
1.33	qid:89	1:6.673025	2:12.012523
2.67	qid:89	1:10.7511635	2:11.320908
2.67	qid:89	1:7.205378	2:6.86602
2.33	qid:89	1:10.182068	2:12.525984
2.0	qid:89	1:10.445911	2:11.464506
2.33	qid:89	1:5.813928	2:13.509727
3.0	qid:90	1:14.331966	2:12.484851
2.67	qid:91	1:8.922577	2:6.2071676
2.67	qid:91	1:6.307723	2:6.685682
2.0	qid:91	1:6.3960924	2:5.446765
2.0	qid:91	1:9.21006	2:6.385458
2.33	qid:91	1:5.717664	2:6.220093
2.0	qid:91	1:6.4426193	2:5.459673
2.67	qid:92	1:28.14312	2:14.507013
2.33	qid:93	1:12.789184	2:13.066361
3.0	qid:93	1:12.350975	2:7.9775
3.0	qid:93	1:12.446014	2:7.717041
3.0	qid:93	1:11.492536	2:0
2.0	qid:93	1:11.672375	2:0
2.0	qid:94	1:20.04758	2:6.094623
2.33	qid:94	1:23.480469	2:17.585356
3.0	qid:94	1:20.601265	2:5.846008
2.0	qid:94	1:20.401323	2:6.786601
2.0	qid:94	1:20.601265	2:5.846008
2.33	qid:95	1:29.613594	2:35.907303
2.67	qid:95	1:28.98643	2:30.749424
2.33	qid:95	1:30.15717	2:21.46777
3.0	qid:96	1:11.743731	2:4.596279
3.0	qid:96	1:16.716585	2:20.637737
3.0	qid:96	1:11.785311	2:18.754353
3.0	qid:96	1:17.2002	2:10.588593
3.0	qid:96	1:11.9392395	2:4.5815163
2.67	qid:96	1:10.359513	2:12.607541
2.0	qid:96	1:11.490785	2:18.70773
3.0	qid:96	1:16.897509	2:10.399966
2.33	qid:97	1:6.8498507	2:8.570608
2.0	qid:97	1:6.044859	2:8.790709
2.33	qid:97	1:6.8498507	2:8.570608
2.33	qid:97	1:9.330192	2:5.868435
2.0	qid:97	1:7.780919	2:8.880426
1.67	qid:97	1:6.6742344	2:5.335117
1.67	qid:97	1:15.158615	2:0
2.33	qid:97	1:7.5700693	2:0
2.33	qid:98	1:0	2:0
1.33	qid:98	1:0	2:0
1.67	qid:98	1:1.8683376	2:0
2.0	qid:98	1:4.6518273	2:3.1244574
1.0	qid:98	1:1.8683376	2:0
1.0	qid:98	1:0	2:0
1.67	qid:98	1:0	2:0
1.0	qid:98	1:0	2:0
2.33	qid:99	1:2.8849497	2:0.16885126
2.67	qid:100	1:8.497194	2:9.755469
2.0	qid:100	1:5.1362195	2:6.5114126
2.0	qid:101	1:8.879812	2:0.2921793
2.67	qid:101	1:6.586957	2:13.820204
2.0	qid:101	1:9.512505	2:3.78254
2.67	qid:101	1:9.185277	2:0.2790774
2.33	qid:101	1:9.373348	2:7.1105394
2.67	qid:101	1:8.769335	2:0.36814612
1.67	qid:102	1:14.144818	2:12.394791
1.67	qid:102	1:6.259977	2:9.360575
2.33	qid:102	1:18.51705	2:18.460976
2.33	qid:102	1:1.6670945	2:5.772848
2.0	qid:102	1:20.124641	2:4.2648516
1.67	qid:102	1:8.017389	2:12.926991
2.67	qid:102	1:7.0567183	2:14.165499
2.67	qid:102	1:2.2539682	2:0
1.67	qid:102	1:10.163275	2:4.2697773
2.33	qid:102	1:14.144818	2:12.394791
1.67	qid:103	1:2.2539682	2:3.1858258
2.33	qid:103	1:3.9599552	2:2.8100648
3.0	qid:103	1:4.0317097	2:3.801671
1.67	qid:103	1:4.7678246	2:0
2.67	qid:103	1:3.8187141	2:2.8968365
2.67	qid:104	1:8.687372	2:5.171441
2.0	qid:104	1:12.790606	2:9.053671
3.0	qid:104	1:13.215966	2:12.054261
2.33	qid:104	1:12.017057	2:12.288647
3.0	qid:104	1:14.157613	2:14.287698
2.67	qid:104	1:11.03604	2:15.2674675
1.67	qid:105	1:8.164373	2:7.5773807
2.0	qid:105	1:8.154434	2:0
2.67	qid:105	1:7.681949	2:7.339574
2.67	qid:106	1:13.656603	2:16.504467
2.67	qid:106	1:13.446846	2:13.936124
2.67	qid:106	1:13.879639	2:14.868016
1.67	qid:106	1:11.94429	2:12.653322
1.67	qid:106	1:11.267302	2:15.4288025
2.33	qid:106	1:9.958271	2:12.602856
2.67	qid:106	1:12.871004	2:8.826189
2.0	qid:106	1:13.80851	2:14.815264
1.67	qid:106	1:10.195167	2:11.816763
2.0	qid:106	1:12.530162	2:15.263896
2.0	qid:106	1:9.785343	2:11.847366
2.67	qid:107	1:9.262834	2:9.984498
2.67	qid:107	1:10.63658	2:14.005471
3.0	qid:107	1:10.0520525	2:14.339029
2.33	qid:107	1:11.807762	2:9.932874
2.33	qid:107	1:10.0520525	2:13.778719
2.33	qid:107	1:11.807762	2:14.802523
2.67	qid:107	1:10.27133	2:11.320762
2.67	qid:107	1:13.653096	2:12.226777
2.0	qid:107	1:14.254651	2:9.112523
2.0	qid:107	1:10.27133	2:11.320762
3.0	qid:108	1:13.453312	2:12.085105
2.67	qid:108	1:10.237117	2:13.09158
2.33	qid:108	1:10.237117	2:11.972943
2.67	qid:108	1:10.321507	2:10.514109
1.67	qid:108	1:9.394166	2:9.870944
2.33	qid:108	1:11.905171	2:12.318378
3.0	qid:108	1:11.056921	2:10.514109
2.33	qid:108	1:11.88492	2:13.472583
3.0	qid:108	1:11.056921	2:9.906303
2.67	qid:109	1:22.72517	2:9.206275
2.33	qid:109	1:21.934738	2:9.206275
2.33	qid:110	1:8.507655	2:4.484701
2.33	qid:110	1:8.497808	2:3.0690603
2.0	qid:110	1:8.797809	2:5.789524
3.0	qid:110	1:8.266067	2:2.9362512
2.67	qid:110	1:7.4675007	2:5.259548
2.0	qid:110	1:7.6296706	2:8.5259905
